date,day_of_week,month,is_weekend,is_flu_season,is_monsoon_season,is_holiday,ward,ward_capacity,admissions,occupancy_rate,risk_level
2024-01-21,6,1,1,1,0,0,Pediatrics,12,8,0.62,medium
2024-01-21,6,1,1,1,0,0,Maternity,9,5,0.581,low
2024-01-21,6,1,1,1,0,0,Orthopedics,8,5,0.818,medium
2024-01-22,0,1,0,1,0,0,General,26,29,1.0,high
2024-01-22,0,1,0,1,0,0,ICU,7,6,0.89,high
2024-01-22,0,1,0,1,0,0,Pediatrics,12,13,1.0,high
2024-01-22,0,1,0,1,0,0,Maternity,9,6,0.655,medium
2024-01-22,0,1,0,1,0,0,Orthopedics,8,6,0.754,medium
2024-01-23,1,1,0,1,0,0,General,26,36,1.0,high
2024-01-23,1,1,0,1,0,0,ICU,7,6,0.777,medium
2024-01-23,1,1,0,1,0,0,Pediatrics,12,12,1.0,high
2024-01-23,1,1,0,1,0,0,Maternity,9,7,0.724,medium
2024-01-23,1,1,0,1,0,0,Orthopedics,8,5,0.659,medium
2024-01-24,2,1,0,1,0,0,General,26,24,0.934,high
2024-01-24,2,1,0,1,0,0,ICU,7,5,0.682,medium
2024-01-24,2,1,0,1,0,0,Pediatrics,12,17,1.0,high
2024-01-24,2,1,0,1,0,0,Maternity,9,5,0.565,low
2024-01-24,2,1,0,1,0,0,Orthopedics,8,5,0.668,medium
2024-01-25,3,1,0,1,0,0,General,26,24,0.917,high
2024-01-25,3,1,0,1,0,0,ICU,7,6,0.9,high
2024-01-25,3,1,0,1,0,0,Pediatrics,12,11,0.9,high
2024-01-25,3,1,0,1,0,0,Maternity,9,6,0.634,medium
2024-01-25,3,1,0,1,0,0,Orthopedics,8,8,1.0,high
2024-01-26,4,1,0,1,0,1,General,26,24,0.969,high
2024-01-26,4,1,0,1,0,1,ICU,7,8,1.0,high
2024-01-26,4,1,0,1,0,1,Pediatrics,12,11,0.892,high
2024-01-26,4,1,0,1,0,1,Maternity,9,5,0.52,low
2024-01-26,4,1,0,1,0,1,Orthopedics,8,4,0.539,low
2024-01-27,5,1,1,1,0,0,General,26,17,0.651,medium
2024-01-27,5,1,1,1,0,0,ICU,7,3,0.377,low
2024-01-27,5,1,1,1,0,0,Pediatrics,12,10,0.771,medium
2024-01-27,5,1,1,1,0,0,Maternity,9,6,0.595,low
2024-01-27,5,1,1,1,0,0,Orthopedics,8,4,0.507,low
2024-01-28,6,1,1,1,0,0,General,26,25,0.89,high
2024-01-28,6,1,1,1,0,0,ICU,7,7,1.0,high
2024-01-28,6,1,1,1,0,0,Pediatrics,12,8,0.69,medium
2024-01-28,6,1,1,1,0,0,Maternity,9,5,0.526,low
2024-01-28,6,1,1,1,0,0,Orthopedics,8,5,0.606,medium
2024-01-29,0,1,0,1,0,0,General,26,27,1.0,high
2024-01-29,0,1,0,1,0,0,ICU,7,6,0.795,medium
2024-01-29,0,1,0,1,0,0,Pediatrics,12,17,1.0,high
2024-01-29,0,1,0,1,0,0,Maternity,9,6,0.696,medium
2024-01-29,0,1,0,1,0,0,Orthopedics,8,6,0.719,medium
2024-01-30,1,1,0,1,0,0,General,26,26,0.975,high
2024-01-30,1,1,0,1,0,0,ICU,7,5,0.757,medium
2024-01-30,1,1,0,1,0,0,Pediatrics,12,14,1.0,high
2024-01-30,1,1,0,1,0,0,Maternity,9,7,0.793,medium
2024-01-30,1,1,0,1,0,0,Orthopedics,8,7,0.906,high
2024-01-31,2,1,0,1,0,0,General,26,24,0.895,high
2024-01-31,2,1,0,1,0,0,ICU,7,6,0.888,high
2024-01-31,2,1,0,1,0,0,Pediatrics,12,13,1.0,high
2024-01-31,2,1,0,1,0,0,Maternity,9,8,0.859,high
2024-01-31,2,1,0,1,0,0,Orthopedics,8,6,0.74,medium
2024-02-01,3,2,0,1,0,1,General,26,29,1.0,high
2024-02-01,3,2,0,1,0,1,ICU,7,6,0.898,high
2024-02-01,3,2,0,1,0,1,Pediatrics,12,17,1.0,high
2024-02-01,3,2,0,1,0,1,Maternity,9,5,0.54,low
2024-02-01,3,2,0,1,0,1,Orthopedics,8,4,0.493,low
2024-02-02,4,2,0,1,0,0,General,26,27,1.0,high
2024-02-02,4,2,0,1,0,0,ICU,7,5,0.819,medium
2024-02-02,4,2,0,1,0,0,Pediatrics,12,11,0.856,high
2024-02-02,4,2,0,1,0,0,Maternity,9,8,0.928,high
2024-02-02,4,2,0,1,0,0,Orthopedics,8,7,0.906,high
2024-02-03,5,2,1,1,0,0,General,26,20,0.724,medium
2024-02-03,5,2,1,1,0,0,ICU,7,6,0.823,medium
2024-02-03,5,2,1,1,0,0,Pediatrics,12,11,0.909,high
2024-02-03,5,2,1,1,0,0,Maternity,9,4,0.428,low
2024-02-03,5,2,1,1,0,0,Orthopedics,8,5,0.597,low
2024-02-04,6,2,1,1,0,0,General,26,18,0.704,medium
2024-02-04,6,2,1,1,0,0,ICU,7,6,0.832,medium
2024-02-04,6,2,1,1,0,0,Pediatrics,12,9,0.762,medium
2024-02-04,6,2,1,1,0,0,Maternity,9,4,0.374,low
2024-02-04,6,2,1,1,0,0,Orthopedics,8,4,0.489,low
2024-02-05,0,2,0,1,0,0,General,26,28,1.0,high
2024-02-05,0,2,0,1,0,0,ICU,7,6,0.849,medium
2024-02-05,0,2,0,1,0,0,Pediatrics,12,13,1.0,high
2024-02-05,0,2,0,1,0,0,Maternity,9,7,0.763,medium
2024-02-05,0,2,0,1,0,0,Orthopedics,8,6,0.709,medium
2024-02-06,1,2,0,1,0,0,General,26,29,1.0,high
2024-02-06,1,2,0,1,0,0,ICU,7,5,0.734,medium
2024-02-06,1,2,0,1,0,0,Pediatrics,12,15,1.0,high
2024-02-06,1,2,0,1,0,0,Maternity,9,7,0.778,medium
2024-02-06,1,2,0,1,0,0,Orthopedics,8,6,0.711,medium
2024-02-07,2,2,0,1,0,0,General,26,27,1.0,high
2024-02-07,2,2,0,1,0,0,ICU,7,6,0.905,high
2024-02-07,2,2,0,1,0,0,Pediatrics,12,17,1.0,high
2024-02-07,2,2,0,1,0,0,Maternity,9,7,0.787,medium
2024-02-07,2,2,0,1,0,0,Orthopedics,8,8,0.96,high
2024-02-08,3,2,0,1,0,0,General,26,24,0.893,high
2024-02-08,3,2,0,1,0,0,ICU,7,4,0.545,low
2024-02-08,3,2,0,1,0,0,Pediatrics,12,12,1.0,high
2024-02-08,3,2,0,1,0,0,Maternity,9,7,0.872,high
2024-02-08,3,2,0,1,0,0,Orthopedics,8,7,0.846,medium
2024-02-09,4,2,0,1,0,0,General,26,23,0.909,high
2024-02-09,4,2,0,1,0,0,ICU,7,4,0.663,medium
2024-02-09,4,2,0,1,0,0,Pediatrics,12,16,1.0,high
2024-02-09,4,2,0,1,0,0,Maternity,9,5,0.623,medium
2024-02-09,4,2,0,1,0,0,Orthopedics,8,6,0.812,medium
2024-02-10,5,2,1,1,0,0,General,26,15,0.547,low
2024-02-10,5,2,1,1,0,0,ICU,7,6,0.859,high
2024-02-10,5,2,1,1,0,0,Pediatrics,12,9,0.781,medium
2024-02-10,5,2,1,1,0,0,Maternity,9,4,0.437,low
2024-02-10,5,2,1,1,0,0,Orthopedics,8,5,0.651,medium
2024-02-11,6,2,1,1,0,0,General,26,22,0.79,medium
2024-02-11,6,2,1,1,0,0,ICU,7,5,0.778,medium
2024-02-11,6,2,1,1,0,0,Pediatrics,12,10,0.796,medium
2024-02-11,6,2,1,1,0,0,Maternity,9,6,0.672,medium
2024-02-11,6,2,1,1,0,0,Orthopedics,8,5,0.628,medium
2024-02-12,0,2,0,1,0,0,General,26,35,1.0,high
2024-02-12,0,2,0,1,0,0,ICU,7,5,0.763,medium
2024-02-12,0,2,0,1,0,0,Pediatrics,12,14,1.0,high
2024-02-12,0,2,0,1,0,0,Maternity,9,6,0.701,medium
2024-02-12,0,2,0,1,0,0,Orthopedics,8,7,0.787,medium
2024-02-13,1,2,0,1,0,0,General,26,22,0.744,medium
2024-02-13,1,2,0,1,0,0,ICU,7,5,0.75,medium
2024-02-13,1,2,0,1,0,0,Pediatrics,12,16,1.0,high
2024-02-13,1,2,0,1,0,0,Maternity,9,8,0.82,medium
2024-02-13,1,2,0,1,0,0,Orthopedics,8,4,0.497,low
2024-02-14,2,2,0,1,0,0,General,26,29,1.0,high
2024-02-14,2,2,0,1,0,0,ICU,7,4,0.567,low
2024-02-14,2,2,0,1,0,0,Pediatrics,12,11,0.95,high
2024-02-14,2,2,0,1,0,0,Maternity,9,7,0.731,medium
2024-02-14,2,2,0,1,0,0,Orthopedics,8,6,0.697,medium
2024-02-15,3,2,0,1,0,1,General,26,29,1.0,high
2024-02-15,3,2,0,1,0,1,ICU,7,5,0.739,medium
2024-02-15,3,2,0,1,0,1,Pediatrics,12,13,1.0,high
2024-02-15,3,2,0,1,0,1,Maternity,9,5,0.504,low
2024-02-15,3,2,0,1,0,1,Orthopedics,8,4,0.44,low
2024-02-16,4,2,0,1,0,0,General,26,35,1.0,high
2024-02-16,4,2,0,1,0,0,ICU,7,5,0.725,medium
2024-02-16,4,2,0,1,0,0,Pediatrics,12,13,1.0,high
2024-02-16,4,2,0,1,0,0,Maternity,9,7,0.816,medium
2024-02-16,4,2,0,1,0,0,Orthopedics,8,6,0.721,medium
2024-02-17,5,2,1,1,0,0,General,26,19,0.616,medium
2024-02-17,5,2,1,1,0,0,ICU,7,5,0.783,medium
2024-02-17,5,2,1,1,0,0,Pediatrics,12,12,0.988,high
2024-02-17,5,2,1,1,0,0,Maternity,9,5,0.571,low
2024-02-17,5,2,1,1,0,0,Orthopedics,8,7,0.931,high
2024-02-18,6,2,1,1,0,0,General,26,20,0.721,medium
2024-02-18,6,2,1,1,0,0,ICU,7,5,0.724,medium
2024-02-18,6,2,1,1,0,0,Pediatrics,12,9,0.679,medium
2024-02-18,6,2,1,1,0,0,Maternity,9,4,0.39,low
2024-02-18,6,2,1,1,0,0,Orthopedics,8,6,0.794,medium
2024-02-19,0,2,0,1,0,0,General,26,27,1.0,high
2024-02-19,0,2,0,1,0,0,ICU,7,5,0.671,medium
2024-02-19,0,2,0,1,0,0,Pediatrics,12,16,1.0,high
2024-02-19,0,2,0,1,0,0,Maternity,9,6,0.657,medium
2024-02-19,0,2,0,1,0,0,Orthopedics,8,5,0.556,low
2024-02-20,1,2,0,1,0,0,General,26,31,1.0,high
2024-02-20,1,2,0,1,0,0,ICU,7,4,0.6,medium
2024-02-20,1,2,0,1,0,0,Pediatrics,12,12,0.976,high
2024-02-20,1,2,0,1,0,0,Maternity,9,6,0.623,medium
2024-02-20,1,2,0,1,0,0,Orthopedics,8,6,0.708,medium
2024-02-21,2,2,0,1,0,0,General,26,28,1.0,high
2024-02-21,2,2,0,1,0,0,ICU,7,5,0.669,medium
2024-02-21,2,2,0,1,0,0,Pediatrics,12,12,1.0,high
2024-02-21,2,2,0,1,0,0,Maternity,9,7,0.729,medium
2024-02-21,2,2,0,1,0,0,Orthopedics,8,6,0.788,medium
2024-02-22,3,2,0,1,0,0,General,26,20,0.796,medium
2024-02-22,3,2,0,1,0,0,ICU,7,5,0.743,medium
2024-02-22,3,2,0,1,0,0,Pediatrics,12,12,0.91,high
2024-02-22,3,2,0,1,0,0,Maternity,9,5,0.558,low
2024-02-22,3,2,0,1,0,0,Orthopedics,8,6,0.705,medium
2024-02-23,4,2,0,1,0,0,General,26,30,1.0,high
2024-02-23,4,2,0,1,0,0,ICU,7,5,0.654,medium
2024-02-23,4,2,0,1,0,0,Pediatrics,12,12,1.0,high
2024-02-23,4,2,0,1,0,0,Maternity,9,6,0.647,medium
2024-02-23,4,2,0,1,0,0,Orthopedics,8,7,0.846,medium
2024-02-24,5,2,1,1,0,0,General,26,23,0.828,medium
2024-02-24,5,2,1,1,0,0,ICU,7,6,0.929,high
2024-02-24,5,2,1,1,0,0,Pediatrics,12,6,0.46,low
2024-02-24,5,2,1,1,0,0,Maternity,9,5,0.545,low
2024-02-24,5,2,1,1,0,0,Orthopedics,8,5,0.595,low
2024-02-25,6,2,1,1,0,0,General,26,21,0.8,medium
2024-02-25,6,2,1,1,0,0,ICU,7,7,1.0,high
2024-02-25,6,2,1,1,0,0,Pediatrics,12,10,0.813,medium
2024-02-25,6,2,1,1,0,0,Maternity,9,5,0.534,low
2024-02-25,6,2,1,1,0,0,Orthopedics,8,5,0.604,medium
2024-02-26,0,2,0,1,0,1,General,26,31,1.0,high
2024-02-26,0,2,0,1,0,1,ICU,7,6,0.841,medium
2024-02-26,0,2,0,1,0,1,Pediatrics,12,17,1.0,high
2024-02-26,0,2,0,1,0,1,Maternity,9,3,0.283,low
2024-02-26,0,2,0,1,0,1,Orthopedics,8,3,0.357,low
2024-02-27,1,2,0,1,0,0,General,26,27,1.0,high
2024-02-27,1,2,0,1,0,0,ICU,7,5,0.703,medium
2024-02-27,1,2,0,1,0,0,Pediatrics,12,15,1.0,high
2024-02-27,1,2,0,1,0,0,Maternity,9,7,0.816,medium
2024-02-27,1,2,0,1,0,0,Orthopedics,8,5,0.682,medium
2024-02-28,2,2,0,1,0,0,General,26,28,1.0,high
2024-02-28,2,2,0,1,0,0,ICU,7,6,0.971,high
2024-02-28,2,2,0,1,0,0,Pediatrics,12,14,1.0,high
2024-02-28,2,2,0,1,0,0,Maternity,9,6,0.624,medium
2024-02-28,2,2,0,1,0,0,Orthopedics,8,7,0.832,medium
2024-02-29,3,2,0,1,0,0,General,26,27,1.0,high
2024-02-29,3,2,0,1,0,0,ICU,7,6,0.874,high
2024-02-29,3,2,0,1,0,0,Pediatrics,12,15,1.0,high
2024-02-29,3,2,0,1,0,0,Maternity,9,6,0.618,medium
2024-02-29,3,2,0,1,0,0,Orthopedics,8,6,0.769,medium
2024-03-01,4,3,0,0,0,1,General,26,22,0.8,medium
2024-03-01,4,3,0,0,0,1,ICU,7,5,0.782,medium
2024-03-01,4,3,0,0,0,1,Pediatrics,12,9,0.844,medium
2024-03-01,4,3,0,0,0,1,Maternity,9,4,0.382,low
2024-03-01,4,3,0,0,0,1,Orthopedics,8,3,0.45,low
2024-03-02,5,3,1,0,0,0,General,26,15,0.574,low
2024-03-02,5,3,1,0,0,0,ICU,7,5,0.658,medium
2024-03-02,5,3,1,0,0,0,Pediatrics,12,8,0.673,medium
2024-03-02,5,3,1,0,0,0,Maternity,9,5,0.592,low
2024-03-02,5,3,1,0,0,0,Orthopedics,8,4,0.511,low
2024-03-03,6,3,1,0,0,0,General,26,12,0.485,low
2024-03-03,6,3,1,0,0,0,ICU,7,6,0.924,high
2024-03-03,6,3,1,0,0,0,Pediatrics,12,7,0.558,low
2024-03-03,6,3,1,0,0,0,Maternity,9,4,0.438,low
2024-03-03,6,3,1,0,0,0,Orthopedics,8,4,0.555,low
2024-03-04,0,3,0,0,0,0,General,26,13,0.576,low
2024-03-04,0,3,0,0,0,0,ICU,7,4,0.55,low
2024-03-04,0,3,0,0,0,0,Pediatrics,12,7,0.501,low
2024-03-04,0,3,0,0,0,0,Maternity,9,7,0.781,medium
2024-03-04,0,3,0,0,0,0,Orthopedics,8,4,0.435,low
2024-03-05,1,3,0,0,0,0,General,26,17,0.737,medium
2024-03-05,1,3,0,0,0,0,ICU,7,4,0.496,low
2024-03-05,1,3,0,0,0,0,Pediatrics,12,8,0.653,medium
2024-03-05,1,3,0,0,0,0,Maternity,9,4,0.442,low
2024-03-05,1,3,0,0,0,0,Orthopedics,8,5,0.66,medium
2024-03-06,2,3,0,0,0,0,General,26,23,0.941,high
2024-03-06,2,3,0,0,0,0,ICU,7,4,0.516,low
2024-03-06,2,3,0,0,0,0,Pediatrics,12,11,0.92,high
2024-03-06,2,3,0,0,0,0,Maternity,9,6,0.665,medium
2024-03-06,2,3,0,0,0,0,Orthopedics,8,5,0.618,medium
2024-03-07,3,3,0,0,0,0,General,26,16,0.588,low
2024-03-07,3,3,0,0,0,0,ICU,7,4,0.544,low
2024-03-07,3,3,0,0,0,0,Pediatrics,12,7,0.589,low
2024-03-07,3,3,0,0,0,0,Maternity,9,6,0.742,medium
2024-03-07,3,3,0,0,0,0,Orthopedics,8,3,0.43,low
2024-03-08,4,3,0,0,0,0,General,26,21,0.704,medium
2024-03-08,4,3,0,0,0,0,ICU,7,4,0.553,low
2024-03-08,4,3,0,0,0,0,Pediatrics,12,6,0.461,low
2024-03-08,4,3,0,0,0,0,Maternity,9,5,0.643,medium
2024-03-08,4,3,0,0,0,0,Orthopedics,8,6,0.814,medium
2024-03-09,5,3,1,0,0,0,General,26,15,0.52,low
2024-03-09,5,3,1,0,0,0,ICU,7,4,0.596,low
2024-03-09,5,3,1,0,0,0,Pediatrics,12,5,0.452,low
2024-03-09,5,3,1,0,0,0,Maternity,9,4,0.426,low
2024-03-09,5,3,1,0,0,0,Orthopedics,8,4,0.522,low
2024-03-10,6,3,1,0,0,0,General,26,13,0.558,low
2024-03-10,6,3,1,0,0,0,ICU,7,4,0.602,medium
2024-03-10,6,3,1,0,0,0,Pediatrics,12,7,0.568,low
2024-03-10,6,3,1,0,0,0,Maternity,9,5,0.493,low
2024-03-10,6,3,1,0,0,0,Orthopedics,8,4,0.491,low
2024-03-11,0,3,0,0,0,0,General,26,17,0.706,medium
2024-03-11,0,3,0,0,0,0,ICU,7,4,0.501,low
2024-03-11,0,3,0,0,0,0,Pediatrics,12,6,0.53,low
2024-03-11,0,3,0,0,0,0,Maternity,9,5,0.643,medium
2024-03-11,0,3,0,0,0,0,Orthopedics,8,3,0.46,low
2024-03-12,1,3,0,0,0,0,General,26,19,0.726,medium
2024-03-12,1,3,0,0,0,0,ICU,7,4,0.591,low
2024-03-12,1,3,0,0,0,0,Pediatrics,12,8,0.722,medium
2024-03-12,1,3,0,0,0,0,Maternity,9,6,0.674,medium
2024-03-12,1,3,0,0,0,0,Orthopedics,8,5,0.622,medium
2024-03-13,2,3,0,0,0,0,General,26,19,0.645,medium
2024-03-13,2,3,0,0,0,0,ICU,7,3,0.466,low
2024-03-13,2,3,0,0,0,0,Pediatrics,12,8,0.657,medium
2024-03-13,2,3,0,0,0,0,Maternity,9,6,0.684,medium
2024-03-13,2,3,0,0,0,0,Orthopedics,8,5,0.586,low
2024-03-14,3,3,0,0,0,0,General,26,19,0.682,medium
2024-03-14,3,3,0,0,0,0,ICU,7,4,0.486,low
2024-03-14,3,3,0,0,0,0,Pediatrics,12,9,0.774,medium
2024-03-14,3,3,0,0,0,0,Maternity,9,6,0.716,medium
2024-03-14,3,3,0,0,0,0,Orthopedics,8,6,0.801,medium
2024-03-15,4,3,0,0,0,1,General,26,14,0.474,low
2024-03-15,4,3,0,0,0,1,ICU,7,4,0.573,low
2024-03-15,4,3,0,0,0,1,Pediatrics,12,9,0.714,medium
2024-03-15,4,3,0,0,0,1,Maternity,9,4,0.407,low
2024-03-15,4,3,0,0,0,1,Orthopedics,8,3,0.305,low
2024-03-16,5,3,1,0,0,0,General,26,12,0.394,low
2024-03-16,5,3,1,0,0,0,ICU,7,4,0.624,medium
2024-03-16,5,3,1,0,0,0,Pediatrics,12,5,0.548,low
2024-03-16,5,3,1,0,0,0,Maternity,9,5,0.565,low
2024-03-16,5,3,1,0,0,0,Orthopedics,8,3,0.41,low
2024-03-17,6,3,1,0,0,0,General,26,12,0.468,low
2024-03-17,6,3,1,0,0,0,ICU,7,6,0.852,high
2024-03-17,6,3,1,0,0,0,Pediatrics,12,7,0.548,low
2024-03-17,6,3,1,0,0,0,Maternity,9,4,0.533,low
2024-03-17,6,3,1,0,0,0,Orthopedics,8,3,0.466,low
2024-03-18,0,3,0,0,0,0,General,26,20,0.741,medium
2024-03-18,0,3,0,0,0,0,ICU,7,4,0.62,medium
2024-03-18,0,3,0,0,0,0,Pediatrics,12,9,0.671,medium
2024-03-18,0,3,0,0,0,0,Maternity,9,5,0.543,low
2024-03-18,0,3,0,0,0,0,Orthopedics,8,5,0.656,medium
2024-03-19,1,3,0,0,0,0,General,26,18,0.626,medium
2024-03-19,1,3,0,0,0,0,ICU,7,4,0.602,medium
2024-03-19,1,3,0,0,0,0,Pediatrics,12,9,0.804,medium
2024-03-19,1,3,0,0,0,0,Maternity,9,7,0.801,medium
2024-03-19,1,3,0,0,0,0,Orthopedics,8,5,0.542,low
2024-03-20,2,3,0,0,0,0,General,26,19,0.741,medium
2024-03-20,2,3,0,0,0,0,ICU,7,4,0.508,low
2024-03-20,2,3,0,0,0,0,Pediatrics,12,7,0.636,medium
2024-03-20,2,3,0,0,0,0,Maternity,9,6,0.701,medium
2024-03-20,2,3,0,0,0,0,Orthopedics,8,5,0.626,medium
2024-03-21,3,3,0,0,0,0,General,26,21,0.782,medium
2024-03-21,3,3,0,0,0,0,ICU,7,4,0.548,low
